filter_no,date,permeability_raw,maintenance_type,is_mid_maintenance,is_big_maintenance,missing_before_interpolation,permeability_interp,is_outlier_corrected,permeability_clean,permeability_ma7,local_decline_7d,permeability_ma15,local_decline_15d,permeability_ma30,local_decline_30d,cum_mid_maintenance,cum_big_maintenance,day_index,recent_mid_maintenance,recent_big_maintenance,season_sin,season_cos,decay_mid_maintenance,decay_big_maintenance,fitted_permeability
A1,2024-05-03,,,0,0,1,83.92205554349971,0,83.92205554349971,84.2330076322278,-0.1848076038323297,85.53341373163629,-0.2903529936250199,87.82449367847804,-0.2598401530888149,0,0,30.0,0,0,0.4937755501599771,0.869589389346611,0.0,0.0,82.24874069351353
A1,2024-05-04,,,0,0,1,83.90441557550825,0,83.90441557550825,84.07891515061998,-0.154092481607827,85.22077308295609,-0.3126406486802163,87.54968667832931,-0.2748070001487174,0,0,31.0,0,0,0.5086709438521044,0.8609610158889943,0.0,0.0,82.39996912029223
A1,2024-05-05,,,0,0,1,83.88677560751678,0,83.88677560751678,83.93969551149118,-0.1392196391287987,84.91539653120813,-0.3053765517479547,87.30725115787605,-0.2424355204532536,0,0,32.0,0,0,0.5234156073655503,0.8520775211013093,0.0,0.0,82.55138843142782
A1,2024-05-06,,,0,0,1,83.86913563952533,0,83.86913563952533,83.92205554349971,-0.0176399679914628,84.69515237368331,-0.2202441575248097,87.06723667782835,-0.2400144800477046,0,0,33.0,0,0,0.5380051715382996,0.8429415373547828,0.0,0.0,82.70293282810154
A1,2024-05-07,,,0,0,1,83.85149567153385,0,83.85149567153385,83.90441557550824,-0.0176399679914648,84.50822454482177,-0.1869278288615533,86.8317200765679,-0.2355166012604456,0,0,34.0,0,0,0.5524353131676196,0.8335557718385699,0.0,0.0,82.85453647442895
A1,2024-05-08,,,0,0,1,83.8338557035424,0,83.8338557035424,83.8867756075168,-0.0176399679914628,84.37592142359941,-0.1323031212223592,86.60070135409472,-0.2310187224731857,0,0,35.0,0,0,0.5667017562911176,0.8239230057575542,0.0,0.0,83.00613351696877
A1,2024-05-09,,,0,0,1,83.81621573555093,0,83.81621573555093,83.86913563952533,-0.0176399679914648,84.25005480039857,-0.1258666232008399,86.37418051040878,-0.2265208436859268,0,0,36.0,0,0,0.5808002734538009,0.8140460935082178,0.0,0.0,83.1576581042365
A1,2024-05-10,,,0,0,1,83.79857576755947,0,83.79857576755947,83.85149567153385,-0.0176399679914628,84.12048212644385,-0.1295726739547205,86.16492636066741,-0.2092541497413795,0,0,37.0,0,0,0.5947266869607634,0.8039279618328213,0.0,0.0,83.30904440621775
A1,2024-05-11,,,0,0,1,83.780935799568,0,83.780935799568,83.8338557035424,-0.0176399679914648,84.02483059505997,-0.0956515313838679,85.95076707801151,-0.2141592826558977,0,0,38.0,0,0,0.6084768701151261,0.7935716089521474,0.0,0.0,83.46022663387497
A1,2024-05-12,,,0,0,1,83.76329583157654,0,83.76329583157654,83.81621573555093,-0.0176399679914628,83.94351278738087,-0.0813178076790999,85.76876460785986,-0.1820024701516445,0,0,39.0,0,0,0.6220467484408675,0.7829801036770629,0.0,0.0,83.61113905864232
A1,2024-05-13,,,0,0,1,83.74565586358507,0,83.74565586358507,83.79857576755947,-0.0176399679914648,83.86913563952531,-0.0743771478555534,85.56968483689906,-0.1990797709608112,0,0,40.0,0,0,0.6354323008901774,0.7721565844991642,0.0,0.0,83.76171603190237
A1,2024-05-14,83.72801589559361,,0,0,0,83.72801589559361,0,83.72801589559361,83.78093579956801,-0.0176399679914628,83.85149567153387,-0.0176399679914633,85.38130992775527,-0.1883749091437887,0,0,41.0,0,0,0.6486295610349814,0.7611042586607747,0.0,0.0,83.91189200443912
A1,2024-05-15,83.90410296530284,,0,0,0,83.90410296530284,0,83.90410296530284,83.79097112267664,0.0100353231086346,83.84677083938911,-0.0047248321447511,85.19291250953323,-0.188397418222038,0,0,42.0,0,0,0.6616346182422783,0.7498264012045686,0.0,0.0,84.06160154586183
A1,2024-05-16,84.05109921410042,,0,0,0,84.05109921410042,0,84.05109921410042,83.82452590532657,0.0335547826499273,83.8530217550303,0.0062509156411853,85.01712143242352,-0.1757910771097163,0,0,43.0,0,0,0.6744436188329455,0.7383263540031065,0.0,0.0,84.21077936399335
A1,2024-05-17,82.51206430875881,,0,0,0,82.51206430875881,0,82.51206430875881,83.64073855406933,-0.1837873512572372,83.7578463415148,-0.0951754135154914,84.79080653338806,-0.226314899035457,0,0,44.0,0,0,0.6870527672236669,0.7266075247685656,0.0,0.0,84.3593603242176
A1,2024-05-18,,中维护,1,0,1,94.09396572438968,0,94.09396572438968,85.11402854332957,1.4732899892602396,84.43597368690747,0.6781273453926644,84.98469370927188,0.1938871758838222,1,0,45.0,1,0,0.699458327051647,0.7146733860429609,0.0,0.0,84.50727946878037
A1,2024-05-19,105.67586714002056,,0,0,0,105.67586714002056,0,105.67586714002056,88.24439587310728,3.1303673297777164,85.88740379120829,1.4514301043008202,85.55408843708219,0.569394727810302,1,0,46.0,1,0,0.7116566222817746,0.7025274741691571,0.9961565872205752,0.0,96.19255215132948
A1,2024-05-20,105.45819065773172,,0,0,0,105.45819065773172,0,105.45819065773172,91.34618655798538,3.1017906848780945,87.32549812788928,1.4380943366809968,86.1204473295487,0.566358892466521,1,0,47.0,1,0,0.7236440382959124,0.6901733882429719,0.9923279462629435,0.0,96.29460799037292
A1,2024-05-21,104.91310021238836,,0,0,0,104.91310021238836,0,104.91310021238836,94.37262717467034,3.0264406166849653,88.72842909941349,1.402930971524203,86.71179073654841,0.5913434069996967,1,0,48.0,1,0,0.7354170229639855,0.6776147890466889,0.9885140203528962,0.0,96.39597883231446
A1,2024-05-22,104.38452469835296,,0,0,0,104.38452469835296,0,104.38452469835296,97.29840170796322,2.9257745332928726,90.0972977012014,1.3688686017879397,87.30276112301159,0.5909703864631931,1,0,49.0,1,0,0.7469720876965552,0.6648553979642865,0.9847147529344312,0.0,96.49659996365638
A1,2024-05-23,104.02172678162408,,0,0,0,104.02172678162408,0,104.02172678162408,100.15134850332376,2.8529467953605234,91.44315577307354,1.3458580718721125,87.90953859833647,0.6067774753248766,1,0,50.0,1,0,0.7583058084785624,0.6518989958787126,0.980930087668915,0.0,96.59640694588457
A1,2024-05-24,104.20015984725735,,0,0,0,104.20015984725735,0,104.20015984725735,103.2496478659664,3.098299362642649,92.80208538052062,1.3589296074470951,88.5260700904596,0.6165314921231276,1,0,51.0,1,0,0.7694148268839378,0.6387494220515272,0.9771599684342459,0.0,96.69533563435996
A1,2024-05-25,103.88242170193143,,0,0,0,103.88242170193143,0,103.88242170193143,104.64799871990093,1.398350853934539,94.1410084428121,1.3389230622914652,89.13074528462798,0.6046751941683723,1,0,52.0,1,0,0.7802958510707755,0.6254105729852463,0.9734043393240235,0.0,96.79332219712376
A1,2024-05-26,103.52066198226667,,0,0,0,103.52066198226667,0,103.52066198226667,104.34011226879322,-0.3078864511076976,95.45699018832536,1.315981745513245,89.74091039169267,0.6101651070646885,1,0,53.0,0,0,0.7909456567567772,0.6118864012687243,0.969663144646718,0.0,96.89030313361079
A1,2024-05-27,103.46577237948864,,0,0,0,103.46577237948864,0,103.46577237948864,104.05548108618709,-0.2846311826061582,96.77048862485282,1.3134984365274722,90.35700070611684,0.6160903144241862,1,0,54.0,0,0,0.8013610881746766,0.5981809144059165,0.9659363289248456,0.0,96.98621529326525
A1,2024-05-28,103.3206726400173,,0,0,0,103.3206726400173,0,103.3206726400173,103.8279914329912,-0.2274896531958664,98.07548974328164,1.3050011184288155,90.97231269140347,0.6153119852866311,1,0,55.0,0,0,0.8115390590073611,0.5842981736283684,0.9622238368941451,0.0,97.08099589405379
A1,2024-05-29,103.34042584466034,,0,0,0,103.34042584466034,0,103.34042584466034,103.67883445389224,-0.1491569790989432,99.38298373988609,1.3074939966044488,91.61723970570996,0.6449270143064927,1,0,56.0,0,0,0.8214765533024142,0.5702422926917871,0.958525613502759,0.0,97.1745825408699
A1,2024-05-30,103.08747561551355,,0,0,0,103.08747561551355,0,103.08747561551355,103.54537000159075,-0.1334644523015019,100.66187524990012,1.2788915100140483,92.25432304464462,0.6370833389346486,1,0,57.0,0,0,0.8311706263658079,0.5560174366570446,0.9548416039104165,0.0,97.26691324382462
A1,2024-05-31,103.05153451400987,,0,0,0,103.05153451400987,0,103.05153451400987,103.3812806682697,-0.1640893333210666,101.92857093656076,1.2666956866606314,92.89079634579552,0.6364733011509084,1,0,58.0,0,0,0.8406184056344782,0.5416278206559814,0.9511717534876208,0.0,97.35792643641773
A1,2024-06-01,,,0,0,1,103.1950859666675,0,103.1950859666675,103.28308984894628,-0.0981908193234204,103.307439047088,1.3788681105272464,93.5326426943014,0.6418463485058775,1,0,59.0,0,0,0.8498170915275278,0.5270777086423722,0.9475160078148386,0.0,97.44756099358447
A1,2024-06-02,,,0,0,1,103.33863741932512,0,103.33863741932512,103.25708633995464,-0.0260035089916519,103.92375049341705,0.6163114463290289,94.17986209016225,0.6472193958608466,1,0,60.0,0,0,0.8587639582758029,0.5123714121284237,0.9438743126816935,0.0,97.535756249612
A1,2024-06-03,103.48218887198271,,0,0,0,103.48218887198271,0,103.48218887198271,103.25943155316808,0.0023452132134431,103.77750527554784,-0.1462452178691885,94.83245453337808,0.6525924432158159,1,0,61.0,0,0,0.8674563547295969,0.4975132889071806,0.940246614086162,0.0,97.62245201592067
A1,2024-06-04,102.12786541797912,,0,0,0,102.12786541797912,0,102.12786541797912,103.08903052144832,-0.1704010317197425,103.55548359289767,-0.222021682650175,95.44049086039348,0.6080363270154109,1,0,62.0,0,0,0.8758917051442429,0.4825077417612184,0.9366328582337723,0.0,97.70758859870445
A1,2024-06-05,103.18642066201691,,0,0,0,103.18642066201691,0,103.18642066201691,103.0670297810707,-0.0220007403776309,103.4403716228729,-0.1151119700247629,96.0844003611432,0.6439095007497201,1,0,63.0,0,0,0.8840675099433636,0.4673592171580022,0.9330329915368074,0.0,97.79110681642578
A1,2024-06-06,102.13181732792454,,0,0,0,102.13181732792454,0,102.13181732792454,102.93050716855797,-0.1365226125127187,103.290191131511,-0.150180491361894,96.6937444163562,0.6093440552130228,1,0,64.0,0,0,0.8919813464595485,0.4520722039323043,0.92944696061351,0.0,97.87294801715915
A1,2024-06-07,102.67224330572812,,0,0,0,102.67224330572812,0,102.67224330572812,102.876322710232,-0.0541844583259672,103.20022556645128,-0.089965565059731,97.32169066976242,0.6279462534061906,1,0,65.0,0,0,0.8996308696522433,0.436651231956064,0.9258747122872905,0.0,97.95305409577841
A1,2024-06-08,101.95602845379204,,0,0,0,101.95602845379204,0,101.95602845379204,102.69931449410691,-0.1770082161250659,103.05061680688692,-0.1496087595643539,97.9263510937038,0.6046604239413705,1,0,66.0,0,0,0.907013812802636,0.4211008707960896,0.9223161935859392,0.0,98.03136751098317
A1,2024-06-09,100.71874297377458,,0,0,0,100.71874297377458,0,100.71874297377458,102.32504385902828,-0.3742706350786469,102.83970489167648,-0.2109119152104578,98.49035666724428,0.5640055735405037,1,0,67.0,0,0,0.9141279881853336,0.4054257283599973,0.9187713517408406,0.0,98.10783130215846
A1,2024-06-10,102.14298549176004,,0,0,0,102.14298549176004,0,102.14298549176004,102.13372909042504,-0.1913147686032406,102.74785979230936,-0.0918450993671086,99.10242499031736,0.6120683230730681,1,0,68.0,0,0,0.9209712877166346,0.3896304495307879,0.9152401341861904,0.0,98.18238910606325
A1,2024-06-11,103.08514524004096,,0,0,0,103.08514524004096,0,103.08514524004096,102.2704833507196,0.1367542602945519,102.72248464967952,-0.0253751426298435,99.74648663726616,0.6440616469488144,1,0,69.0,0,0,0.9275416835791966,0.373719714790469,0.9117224885582168,0.0,98.25498517334266
A1,2024-06-12,101.44093172557815,,0,0,0,101.44093172557815,0,101.44093172557815,102.0211277883712,-0.2493555623483964,102.5971685887169,-0.1253160609626102,100.33632916599927,0.5898425287331027,1,0,70.0,0,0,0.9338372288229252,0.3576982388331254,0.9082183626944031,0.0,98.32556438485896
A1,2024-06-13,101.9966515866979,,0,0,0,101.9966515866979,0,101.9966515866979,102.0018183967674,-0.0193093916038061,102.50758363818608,-0.08958495053083,100.94528368903607,0.6089545230368093,1,0,71.0,0,0,0.9398560579418954,0.3415707691678556,0.9047277046327152,0.0,98.39407226783662
A1,2024-06-14,103.01218716173344,,0,0,0,103.01218716173344,0,103.01218716173344,102.05038180476816,0.0485634080007599,102.50256440793406,-0.0050192302520088,101.5822198289171,0.6369361398810198,1,0,72.0,0,0,0.9455963874271426,0.3253420847119801,0.9012504626108302,0.0,98.46045501181646
A1,2024-06-15,100.67663810459572,,0,0,0,100.67663810459572,0,100.67663810459572,101.867611754883,-0.1827700498851905,102.3442379806398,-0.1583264272942784,102.13640445860028,0.5541846296831764,1,0,73.0,0,0,0.9510565162951536,0.3090169943749474,0.8977865850653692,0.0,98.5246594844143
A1,2024-06-16,101.93980463883572,,0,0,0,101.93980463883572,0,101.93980463883572,102.042049135606,0.1744373807230183,102.26055255878434,-0.083685421855453,102.7839958029362,0.6475913443358967,1,0,74.0,0,0,0.9562348265919056,0.2926003356333483,0.8943360206311329,0.0,98.58663324687942
A1,2024-06-17,99.8626859674287,,0,0,0,99.8626859674287,0,99.8626859674287,101.71629206070148,-0.3257570749044772,102.02882246199124,-0.2317300967930937,102.97628647770416,0.1922906747679675,1,0,75.0,0,0,0.9611297838723007,0.2760969730974688,0.8908987181403393,0.0,98.64632456944817
A1,2024-06-18,99.8297911828055,,0,0,0,99.8297911828055,0,99.8297911828055,101.25124148109646,-0.4650505796050684,101.78532928271277,-0.2434931792784823,102.7814172791303,-0.1948691985738354,1,0,76.0,0,0,0.9657399376548548,0.2595117970697999,0.8874746266218656,0.0,98.7036824464882
A1,2024-06-19,103.22792953119078,,0,0,0,103.22792953119078,0,103.22792953119078,101.50652688189824,0.255285400801804,101.8586668902602,0.0733376075474448,102.70707524157892,-0.074342037551365,1,0,77.0,0,0,0.9700639218515072,0.2428497220959356,0.8840636953004919,0.0,98.75865661142889
A1,2024-06-20,101.12462288255364,,0,0,0,101.12462288255364,0,101.12462288255364,101.3819513527348,-0.1245755291634651,101.72121370496264,-0.1374531852975527,102.58079266391778,-0.1262825776611578,1,0,78.0,0,0,0.9741004551724204,0.2261156855082882,0.8806658735961485,0.0,98.8111975514733
A1,2024-06-21,101.92052071135926,,0,0,0,101.92052071135926,0,101.92052071135926,101.22599900268132,-0.1559523500534538,101.70712726385833,-0.0140864411043518,102.49865919768466,-0.0821334662331229,1,0,79.0,0,0,0.9778483415056568,0.2093146459630484,0.8772811111231658,0.0,98.86125652208779
A1,2024-06-22,100.18287054582431,,0,0,0,100.18287054582431,0,100.18287054582431,101.15546077999969,-0.0705382226816258,101.54116907986472,-0.1659581839935858,102.370697323158,-0.1279618745266584,1,0,80.0,0,0,0.9813064702716092,0.1924515819708299,0.8739093576895269,0.0,98.90878556126427
A1,2024-06-23,99.2402588054946,,0,0,0,99.2402588054946,0,99.2402588054946,100.76981137523669,-0.385649404763017,101.36011776997822,-0.1810513098864968,102.20536728843256,-0.1653300347254254,1,0,81.0,0,0,0.9844738167520922,0.1755314904214282,0.8705505632961241,0.0,98.95373750355164
A1,2024-06-24,100.17678425798046,,0,0,0,100.17678425798046,0,100.17678425798046,100.81468255960122,0.0448711843645363,101.32398718892529,-0.0361305810529415,102.08184604030087,-0.1235212481316996,1,0,82.0,0,0,0.9873494423939864,0.1585593851031347,0.8672046781360163,0.0,98.9960659938517
A1,2024-06-25,99.9054978159152,,0,0,0,99.9054978159152,0,99.9054978159152,100.8254977929026,0.0108152333013882,101.17482134386894,-0.1491658450563221,101.96134056808916,-0.1205054722117154,1,0,83.0,0,0,0.989932495087353,0.141540295217043,0.8638716525936915,0.0,99.03572550097569
A1,2024-06-26,101.69090224906364,,0,0,0,101.69090224906364,0,101.69090224906364,100.60592246688444,-0.219575326018161,101.08187181113712,-0.0929495327318212,101.90217823040832,-0.0591623376808324,1,0,84.0,0,0,0.9922222094179324,0.1244792638867891,0.86055143724433,0.0,99.07267133095725
A1,2024-06-27,100.42811305443212,,0,0,0,100.42811305443212,0,100.42811305443212,100.50642106286708,-0.099501404017358,101.01435056639409,-0.0675212447430681,101.8057595775555,-0.0964186528528391,1,0,85.0,0,0,0.994217906893952,0.107381346664163,0.8572439828530728,0.0,99.10685964011823
A1,2024-06-28,100.29900650651506,,0,0,0,100.29900650651506,0,100.29900650651506,100.27477617646078,-0.2316448864063147,100.90117422771522,-0.1131763386788558,101.70437893295066,-0.1013806446048429,1,0,86.0,0,0,0.995918996147179,0.0902516100310411,0.8539492403742903,0.0,99.13824744788293
A1,2024-06-29,101.87309423698863,,0,0,0,101.87309423698863,0,101.87309423698863,100.51623670376998,0.2414605273091865,100.82523469939888,-0.07593952831632,101.66389955366648,-0.0404793792841644,1,0,87.0,0,0,0.9973249731081556,0.0730951298980777,0.8506671609508557,0.0,99.16679264933758
A1,2024-06-30,96.826522515873,,0,0,0,96.826522515873,1,99.89904729862522,100.61034934564576,0.0941126418758041,100.7733953123342,-0.0518393870646993,101.558816646487,-0.1050829071794889,1,0,88.0,0,0,0.9984354211555644,0.0559169901006034,0.8473976959134202,0.0,99.19245402753069
A1,2024-07-01,99.82995100486916,,0,0,0,99.82995100486916,0,99.82995100486916,100.56080173805844,-0.0495476075873284,100.63273840340308,-0.1406569089311034,101.44664548109373,-0.1121711653932782,1,0,89.0,0,0,0.9992500112396836,0.0387222808921744,0.8441407967796914,0.0,99.21519126551127
A1,2024-07-02,99.53240970225616,,0,0,0,99.53240970225616,0,99.53240970225616,100.50750343610714,-0.0532983019512909,100.61071998572493,-0.0220184176781685,101.3197712238581,-0.1268742572356312,1,0,90.0,0,0,0.9997685019798908,0.0215160974362222,0.8408964152537145,0.0,99.23496495810073
A1,2024-07-03,100.50423406944238,,0,0,0,100.50423406944238,0,100.50423406944238,100.33797941044698,-0.1695240256601826,100.65568284483405,0.0449628591091254,101.2205060637734,-0.0992651600846784,1,0,91.0,0,0,0.99999073973619,0.0043035382962442,0.837664503225156,0.0,99.25173662339559
A1,2024-07-04,100.56926204698928,,0,0,0,100.56926204698928,0,100.56926204698928,100.35814355224085,0.0201641417938783,100.47843834588728,-0.1772444989467667,101.16855261807376,-0.0519534456996609,1,0,92.0,0,0,0.999916658654738,-0.0129102960750088,0.8344450127685898,0.0,99.26546871399702
A1,2024-07-05,102.38906887767456,,0,0,0,102.38906887767456,0,102.38906887767456,100.65672389097791,0.2985803387370741,100.562734745562,0.0842963996747291,101.14197422526236,-0.0265783928114117,1,0,93.0,0,0,0.9995462806873572,-0.0301203048469081,0.8312378961427878,0.0,99.27612462796421
A1,2024-07-06,,,0,0,1,100.20597758991312,0,100.20597758991312,100.41856436996711,-0.2381595210107881,100.44843187079891,-0.114302874763076,101.07777956732862,-0.0641946579337139,1,0,94.0,0,0,0.9988797155850336,-0.0473213883224318,0.8280431057900104,0.0,99.28366871948833
A1,2024-07-07,98.02288630215168,,0,0,0,98.02288630215168,0,98.02288630215168,100.15054137047092,-0.2680229994962206,100.30443292122077,-0.1439989495781768,100.92280100054272,-0.1549785667858813,1,0,95.0,0,0,0.9979171608653922,-0.0645084494493162,0.8248605943353026,0.0,99.28806630928369
A1,2024-07-08,97.02575828361468,,0,0,0,97.02575828361468,0,97.02575828361468,99.74994241029172,-0.4005989601792095,100.15679955309542,-0.1476333681253265,100.75845866153682,-0.1643423390059117,1,0,96.0,0,0,0.9966589017541702,-0.0816763953304224,0.8216903145857902,0.0,99.28928369469327
A1,2024-07-09,97.25306330101247,,0,0,0,97.25306330101247,0,97.25306330101247,99.42432149582832,-0.3256209144633857,99.9618848226309,-0.1949147304645322,100.64293600577808,-0.1155226557587369,1,0,97.0,0,0,0.9951053111006976,-0.0988201387328714,0.8185322195299817,0.0,99.28728815950544
