filter_no,date,permeability_raw,maintenance_type,is_mid_maintenance,is_big_maintenance,missing_before_interpolation,permeability_interp,is_outlier_corrected,permeability_clean,permeability_ma7,local_decline_7d,permeability_ma15,local_decline_15d,permeability_ma30,local_decline_30d,cum_mid_maintenance,cum_big_maintenance,day_index,recent_mid_maintenance,recent_big_maintenance,season_sin,season_cos
A1,2024-04-30,,,0,0,1,83.97497544747411,0,83.97497544747411,84.9248652316987,-0.26334672491481115,86.53905417967736,-0.37207000429932485,88.37974942700112,,0,0,27.0,0,0,0.4482293417404106,0.893918596519257
A1,2024-05-01,,,0,0,1,83.95733547948264,0,83.95733547948264,84.67531100254429,-0.2495542291544126,86.18122110981673,-0.357833069860618,88.22725239432808,,0,0,28.0,0,0,0.4635502709028509,0.886070621534138
A1,2024-05-02,,,0,0,1,83.93969551149118,0,83.93969551149118,84.41781523606014,-0.2574957664841569,85.82376672526131,-0.35745438455542267,88.08433383156685,,0,0,29.0,0,0,0.47873384011578846,0.8779600847008882
A1,2024-05-03,,,0,0,1,83.92205554349971,0,83.92205554349971,84.2330076322278,-0.1848076038323297,85.53341373163629,-0.29035299362501993,87.82449367847804,-0.2598401530888149,0,0,30.0,0,0,0.49377555015997715,0.869589389346611
A1,2024-05-04,,,0,0,1,83.90441557550825,0,83.90441557550825,84.07891515061998,-0.154092481607827,85.22077308295609,-0.3126406486802163,87.54968667832931,-0.2748070001487174,0,0,31.0,0,0,0.5086709438521044,0.8609610158889943
A1,2024-05-05,,,0,0,1,83.88677560751678,0,83.88677560751678,83.93969551149118,-0.13921963912879878,84.91539653120813,-0.30537655174795475,87.30725115787605,-0.24243552045325364,0,0,32.0,0,0,0.5234156073655503,0.8520775211013093
A1,2024-05-06,,,0,0,1,83.86913563952533,0,83.86913563952533,83.92205554349971,-0.017639967991462818,84.69515237368331,-0.22024415752480972,87.06723667782835,-0.24001448004770462,0,0,33.0,0,0,0.5380051715382996,0.8429415373547828
A1,2024-05-07,,,0,0,1,83.85149567153385,0,83.85149567153385,83.90441557550824,-0.01763996799146485,84.50822454482177,-0.1869278288615533,86.8317200765679,-0.23551660126044566,0,0,34.0,0,0,0.5524353131676196,0.8335557718385699
A1,2024-05-08,,,0,0,1,83.8338557035424,0,83.8338557035424,83.8867756075168,-0.017639967991462818,84.37592142359941,-0.13230312122235924,86.60070135409472,-0.23101872247318578,0,0,35.0,0,0,0.5667017562911176,0.8239230057575542
A1,2024-05-09,,,0,0,1,83.81621573555093,0,83.81621573555093,83.86913563952533,-0.01763996799146485,84.25005480039857,-0.12586662320083994,86.37418051040878,-0.22652084368592681,0,0,36.0,0,0,0.5808002734538009,0.8140460935082178
A1,2024-05-10,,,0,0,1,83.79857576755947,0,83.79857576755947,83.85149567153385,-0.017639967991462818,84.12048212644385,-0.12957267395472058,86.16492636066741,-0.20925414974137954,0,0,37.0,0,0,0.5947266869607634,0.8039279618328213
A1,2024-05-11,,,0,0,1,83.780935799568,0,83.780935799568,83.8338557035424,-0.01763996799146485,84.02483059505997,-0.09565153138386791,85.95076707801151,-0.2141592826558977,0,0,38.0,0,0,0.6084768701151261,0.7935716089521474
A1,2024-05-12,,,0,0,1,83.76329583157654,0,83.76329583157654,83.81621573555093,-0.017639967991462818,83.94351278738087,-0.08131780767909996,85.76876460785986,-0.1820024701516445,0,0,39.0,0,0,0.6220467484408675,0.7829801036770629
A1,2024-05-13,,,0,0,1,83.74565586358507,0,83.74565586358507,83.79857576755947,-0.01763996799146485,83.86913563952531,-0.07437714785555348,85.56968483689906,-0.19907977096081123,0,0,40.0,0,0,0.6354323008901774,0.7721565844991642
A1,2024-05-14,83.72801589559361,,0,0,0,83.72801589559361,0,83.72801589559361,83.78093579956801,-0.017639967991462818,83.85149567153387,-0.01763996799146336,85.38130992775527,-0.1883749091437887,0,0,41.0,0,0,0.6486295610349814,0.7611042586607747
A1,2024-05-15,83.90410296530284,,0,0,0,83.90410296530284,0,83.90410296530284,83.79097112267664,0.010035323108634689,83.84677083938911,-0.00472483214475119,85.19291250953323,-0.188397418222038,0,0,42.0,0,0,0.6616346182422783,0.7498264012045686
A1,2024-05-16,84.05109921410042,,0,0,0,84.05109921410042,0,84.05109921410042,83.82452590532657,0.03355478264992736,83.8530217550303,0.006250915641185391,85.01712143242352,-0.1757910771097163,0,0,43.0,0,0,0.6744436188329455,0.7383263540031065
A1,2024-05-17,82.51206430875881,,0,0,0,82.51206430875881,0,82.51206430875881,83.64073855406933,-0.18378735125723722,83.7578463415148,-0.09517541351549141,84.79080653338806,-0.22631489903545704,0,0,44.0,0,0,0.6870527672236669,0.7266075247685656
A1,2024-05-18,,中维护,1,0,1,94.09396572438968,0,94.09396572438968,85.11402854332957,1.4732899892602396,84.43597368690747,0.6781273453926644,84.98469370927188,0.19388717588382226,1,0,45.0,1,0,0.699458327051647,0.7146733860429609
A1,2024-05-19,105.67586714002056,,0,0,0,105.67586714002056,0,105.67586714002056,88.24439587310728,3.1303673297777164,85.88740379120829,1.4514301043008202,85.55408843708219,0.569394727810302,1,0,46.0,1,0,0.7116566222817746,0.7025274741691571
A1,2024-05-20,105.45819065773173,,0,0,0,105.45819065773173,0,105.45819065773173,91.34618655798538,3.1017906848780945,87.32549812788928,1.4380943366809968,86.1204473295487,0.566358892466521,1,0,47.0,1,0,0.7236440382959124,0.6901733882429719
A1,2024-05-21,104.91310021238837,,0,0,0,104.91310021238837,0,104.91310021238837,94.37262717467034,3.0264406166849653,88.72842909941349,1.402930971524203,86.71179073654841,0.5913434069996967,1,0,48.0,1,0,0.7354170229639855,0.6776147890466889
A1,2024-05-22,104.38452469835295,,0,0,0,104.38452469835295,0,104.38452469835295,97.29840170796322,2.9257745332928726,90.09729770120141,1.3688686017879397,87.30276112301159,0.5909703864631931,1,0,49.0,1,0,0.7469720876965552,0.6648553979642865
A1,2024-05-23,104.02172678162408,,0,0,0,104.02172678162408,0,104.02172678162408,100.15134850332375,2.8529467953605234,91.44315577307354,1.3458580718721123,87.90953859833647,0.6067774753248766,1,0,50.0,1,0,0.7583058084785624,0.6518989958787126
A1,2024-05-24,104.20015984725735,,0,0,0,104.20015984725735,0,104.20015984725735,103.2496478659664,3.098299362642649,92.80208538052062,1.3589296074470951,88.5260700904596,0.6165314921231276,1,0,51.0,1,0,0.7694148268839378,0.6387494220515272
A1,2024-05-25,103.88242170193145,,0,0,0,103.88242170193145,0,103.88242170193145,104.64799871990093,1.398350853934539,94.1410084428121,1.3389230622914652,89.13074528462798,0.6046751941683723,1,0,52.0,1,0,0.7802958510707755,0.6254105729852463
A1,2024-05-26,103.52066198226667,,0,0,0,103.52066198226667,0,103.52066198226667,104.34011226879322,-0.30788645110769763,95.45699018832535,1.315981745513245,89.74091039169267,0.6101651070646885,1,0,53.0,0,0,0.7909456567567772,0.6118864012687243
A1,2024-05-27,103.46577237948863,,0,0,0,103.46577237948863,0,103.46577237948863,104.05548108618707,-0.2846311826061582,96.77048862485282,1.3134984365274722,90.35700070611685,0.6160903144241862,1,0,54.0,0,0,0.8013610881746766,0.5981809144059165
A1,2024-05-28,103.3206726400173,,0,0,0,103.3206726400173,0,103.3206726400173,103.8279914329912,-0.22748965319586642,98.07548974328164,1.3050011184288157,90.97231269140347,0.6153119852866311,1,0,55.0,0,0,0.8115390590073611,0.5842981736283684
A1,2024-05-29,103.34042584466034,,0,0,0,103.34042584466034,0,103.34042584466034,103.67883445389225,-0.14915697909894327,99.38298373988609,1.3074939966044488,91.61723970570996,0.6449270143064927,1,0,56.0,0,0,0.8214765533024142,0.5702422926917871
A1,2024-05-30,103.08747561551357,,0,0,0,103.08747561551357,0,103.08747561551357,103.54537000159077,-0.13346445230150192,100.66187524990012,1.2788915100140485,92.25432304464462,0.6370833389346486,1,0,57.0,0,0,0.8311706263658079,0.5560174366570446
A1,2024-05-31,103.05153451400989,,0,0,0,103.05153451400989,0,103.05153451400989,103.3812806682697,-0.1640893333210666,101.92857093656076,1.2666956866606314,92.89079634579552,0.6364733011509084,1,0,58.0,0,0,0.8406184056344782,0.5416278206559814
A1,2024-06-01,,,0,0,1,103.1950859666675,0,103.1950859666675,103.28308984894628,-0.09819081932342044,103.30743904708801,1.3788681105272464,93.53264269430139,0.6418463485058775,1,0,59.0,0,0,0.8498170915275278,0.5270777086423722
A1,2024-06-02,,,0,0,1,103.33863741932511,0,103.33863741932511,103.25708633995463,-0.026003508991651967,103.92375049341703,0.6163114463290289,94.17986209016225,0.6472193958608466,1,0,60.0,0,0,0.8587639582758029,0.5123714121284237
A1,2024-06-03,103.48218887198273,,0,0,0,103.48218887198273,0,103.48218887198273,103.25943155316807,0.002345213213443133,103.77750527554785,-0.14624521786918857,94.83245453337807,0.6525924432158159,1,0,61.0,0,0,0.8674563547295969,0.49751328890718066
A1,2024-06-04,102.12786541797911,,0,0,0,102.12786541797911,0,102.12786541797911,103.08903052144832,-0.17040103171974255,103.55548359289767,-0.222021682650175,95.44049086039348,0.6080363270154109,1,0,62.0,0,0,0.8758917051442429,0.48250774176121847
A1,2024-06-05,103.18642066201693,,0,0,0,103.18642066201693,0,103.18642066201693,103.0670297810707,-0.022000740377630938,103.4403716228729,-0.1151119700247629,96.0844003611432,0.6439095007497201,1,0,63.0,0,0,0.8840675099433636,0.4673592171580022
A1,2024-06-06,102.13181732792454,,0,0,0,102.13181732792454,0,102.13181732792454,102.93050716855797,-0.13652261251271877,103.29019113151101,-0.15018049136189404,96.69374441635621,0.6093440552130228,1,0,64.0,0,0,0.8919813464595485,0.45207220393230435
A1,2024-06-07,102.67224330572812,,0,0,0,102.67224330572812,0,102.67224330572812,102.876322710232,-0.05418445832596725,103.20022556645128,-0.08996556505973104,97.32169066976242,0.6279462534061906,1,0,65.0,0,0,0.8996308696522433,0.43665123195606403
A1,2024-06-08,101.95602845379204,,0,0,0,101.95602845379204,0,101.95602845379204,102.69931449410693,-0.17700821612506598,103.05061680688692,-0.14960875956435396,97.92635109370379,0.6046604239413705,1,0,66.0,0,0,0.9070138128026359,0.4211008707960896
A1,2024-06-09,100.71874297377458,,0,0,0,100.71874297377458,0,100.71874297377458,102.32504385902828,-0.37427063507864694,102.83970489167648,-0.21091191521045782,98.49035666724428,0.5640055735405037,1,0,67.0,0,0,0.9141279881853337,0.40542572835999735
A1,2024-06-10,102.14298549176004,,0,0,0,102.14298549176004,0,102.14298549176004,102.13372909042505,-0.19131476860324068,102.74785979230937,-0.09184509936710868,99.10242499031735,0.6120683230730681,1,0,68.0,0,0,0.9209712877166346,0.38963044953078796
A1,2024-06-11,103.08514524004097,,0,0,0,103.08514524004097,0,103.08514524004097,102.2704833507196,0.13675426029455195,102.72248464967952,-0.025375142629843594,99.74648663726616,0.6440616469488144,1,0,69.0,0,0,0.9275416835791966,0.37371971479046906
A1,2024-06-12,101.44093172557815,,0,0,0,101.44093172557815,0,101.44093172557815,102.0211277883712,-0.24935556234839648,102.5971685887169,-0.12531606096261025,100.33632916599927,0.5898425287331027,1,0,70.0,0,0,0.9338372288229252,0.35769823883312546
A1,2024-06-13,101.9966515866979,,0,0,0,101.9966515866979,0,101.9966515866979,102.00181839676739,-0.019309391603806198,102.50758363818608,-0.08958495053083008,100.94528368903609,0.6089545230368093,1,0,71.0,0,0,0.9398560579418954,0.3415707691678556
A1,2024-06-14,103.01218716173344,,0,0,0,103.01218716173344,0,103.01218716173344,102.05038180476815,0.04856340800075998,102.50256440793406,-0.005019230252008811,101.5822198289171,0.6369361398810198,1,0,72.0,0,0,0.9455963874271426,0.3253420847119801
A1,2024-06-15,100.67663810459571,,0,0,0,100.67663810459571,0,100.67663810459571,101.86761175488299,-0.1827700498851905,102.34423798063979,-0.15832642729427845,102.13640445860027,0.5541846296831764,1,0,73.0,0,0,0.9510565162951535,0.30901699437494745
A1,2024-06-16,101.93980463883571,,0,0,0,101.93980463883571,0,101.93980463883571,102.04204913560599,0.17443738072301837,102.26055255878434,-0.08368542185545304,102.78399580293619,0.6475913443358967,1,0,74.0,0,0,0.9562348265919056,0.29260033563334836
A1,2024-06-17,99.8626859674287,,0,0,0,99.8626859674287,0,99.8626859674287,101.71629206070149,-0.3257570749044772,102.02882246199124,-0.23173009679309378,102.97628647770415,0.19229067476796757,1,0,75.0,0,0,0.9611297838723007,0.27609697309746883
A1,2024-06-18,99.8297911828055,,0,0,0,99.8297911828055,0,99.8297911828055,101.25124148109646,-0.46505057960506846,101.78532928271277,-0.24349317927848232,102.7814172791303,-0.19486919857383544,1,0,76.0,0,0,0.9657399376548549,0.2595117970697999
A1,2024-06-19,103.22792953119078,,0,0,0,103.22792953119078,0,103.22792953119078,101.50652688189825,0.25528540080180406,101.8586668902602,0.07333760754744484,102.70707524157893,-0.07434203755136508,1,0,77.0,0,0,0.9700639218515071,0.2428497220959356
A1,2024-06-20,101.12462288255364,,0,0,0,101.12462288255364,0,101.12462288255364,101.38195135273479,-0.12457552916346515,101.72121370496265,-0.1374531852975527,102.58079266391778,-0.1262825776611578,1,0,78.0,0,0,0.9741004551724205,0.22611568550828828
A1,2024-06-21,101.92052071135926,,0,0,0,101.92052071135926,0,101.92052071135926,101.22599900268133,-0.15595235005345387,101.70712726385831,-0.014086441104351859,102.49865919768466,-0.08213346623312295,1,0,79.0,0,0,0.9778483415056568,0.20931464596304847
A1,2024-06-22,100.18287054582433,,0,0,0,100.18287054582433,0,100.18287054582433,101.15546077999969,-0.07053822268162589,101.54116907986472,-0.16595818399358583,102.370697323158,-0.12796187452665844,1,0,80.0,0,0,0.9813064702716093,0.19245158197082998
A1,2024-06-23,99.24025880549459,,0,0,0,99.24025880549459,0,99.24025880549459,100.76981137523669,-0.38564940476301707,101.36011776997822,-0.18105130988649687,102.20536728843257,-0.16533003472542543,1,0,81.0,0,0,0.9844738167520922,0.1755314904214282
A1,2024-06-24,100.17678425798046,,0,0,0,100.17678425798046,0,100.17678425798046,100.81468255960122,0.044871184364536375,101.32398718892527,-0.03613058105294158,102.08184604030087,-0.12352124813169969,1,0,82.0,0,0,0.9873494423939864,0.15855938510313475
A1,2024-06-25,99.90549781591521,,0,0,0,99.90549781591521,0,99.90549781591521,100.82549779290261,0.010815233301388259,101.17482134386894,-0.14916584505632216,101.96134056808916,-0.12050547221171541,1,0,83.0,0,0,0.989932495087353,0.141540295217043
A1,2024-06-26,101.69090224906365,,0,0,0,101.69090224906365,0,101.69090224906365,100.60592246688445,-0.21957532601816102,101.08187181113713,-0.09294953273182122,101.90217823040832,-0.05916233768083241,1,0,84.0,0,0,0.9922222094179323,0.12447926388678915
A1,2024-06-27,100.42811305443213,,0,0,0,100.42811305443213,0,100.42811305443213,100.50642106286708,-0.09950140401735805,101.01435056639407,-0.06752124474306812,101.8057595775555,-0.09641865285283918,1,0,85.0,0,0,0.994217906893952,0.10738134666416309
A1,2024-06-28,100.29900650651506,,0,0,0,100.29900650651506,0,100.29900650651506,100.27477617646078,-0.23164488640631475,100.90117422771522,-0.11317633867885585,101.70437893295066,-0.10138064460484296,1,0,86.0,0,0,0.995918996147179,0.09025161003104117
A1,2024-06-29,101.87309423698863,,0,0,0,101.87309423698863,0,101.87309423698863,100.51623670376998,0.24146052730918655,100.82523469939889,-0.07593952831632009,101.66389955366648,-0.04047937928416445,1,0,87.0,0,0,0.9973249731081555,0.07309512989807777
A1,2024-06-30,96.826522515873,,0,0,0,96.826522515873,1,99.89904729862522,100.61034934564577,0.09411264187580416,100.7733953123342,-0.05183938706469936,101.55881664648699,-0.10508290717948891,1,0,88.0,0,0,0.9984354211555643,0.055916990100603484
A1,2024-07-01,99.82995100486916,,0,0,0,99.82995100486916,0,99.82995100486916,100.56080173805844,-0.04954760758732846,100.63273840340308,-0.14065690893110344,101.44664548109373,-0.11217116539327823,1,0,89.0,0,0,0.9992500112396835,0.03872228089217446
A1,2024-07-02,99.53240970225617,,0,0,0,99.53240970225617,0,99.53240970225617,100.50750343610714,-0.05329830195129099,100.61071998572493,-0.02201841767816859,101.3197712238581,-0.1268742572356312,1,0,90.0,0,0,0.9997685019798909,0.021516097436222254
A1,2024-07-03,100.50423406944238,,0,0,0,100.50423406944238,0,100.50423406944238,100.33797941044698,-0.16952402566018268,100.65568284483405,0.04496285910912547,101.2205060637734,-0.09926516008467842,1,0,91.0,0,0,0.9999907397361901,0.004303538296244289
A1,2024-07-04,100.56926204698928,,0,0,0,100.56926204698928,0,100.56926204698928,100.35814355224083,0.020164141793878394,100.47843834588728,-0.17724449894676678,101.16855261807375,-0.05195344569966096,1,0,92.0,0,0,0.9999166586547379,-0.01291029607500882
A1,2024-07-05,102.38906887767457,,0,0,0,102.38906887767457,0,102.38906887767457,100.65672389097791,0.2985803387370741,100.56273474556201,0.08429639967472914,101.14197422526235,-0.026578392811411788,1,0,93.0,0,0,0.9995462806873573,-0.030120304846908114
A1,2024-07-06,,,0,0,1,100.20597758991312,0,100.20597758991312,100.41856436996713,-0.2381595210107881,100.44843187079893,-0.11430287476307607,101.07777956732862,-0.06419465793371397,1,0,94.0,0,0,0.9988797155850336,-0.04732138832243185
A1,2024-07-07,98.02288630215168,,0,0,0,98.02288630215168,0,98.02288630215168,100.15054137047092,-0.2680229994962206,100.30443292122075,-0.14399894957817688,100.92280100054272,-0.15497856678588134,1,0,95.0,0,0,0.9979171608653922,-0.06450844944931623
A1,2024-07-08,97.02575828361469,,0,0,0,97.02575828361469,0,97.02575828361469,99.74994241029171,-0.4005989601792095,100.15679955309542,-0.14763336812532657,100.75845866153682,-0.16434233900591172,1,0,96.0,0,0,0.9966589017541702,-0.08167639533042241
A1,2024-07-09,97.25306330101247,,0,0,0,97.25306330101247,0,97.25306330101247,99.42432149582831,-0.3256209144633857,99.9618848226309,-0.19491473046453223,100.64293600577807,-0.11552265575873691,1,0,97.0,0,0,0.9951053111006976,-0.09882013873287143
A1,2024-07-10,101.21421408764952,,0,0,0,101.21421408764952,0,101.21421408764952,99.52574721271505,0.10142571688673538,100.04913257407985,0.08724775144895412,100.61197695897441,-0.030959046803684012,1,0,98.0,0,0,0.9932568492674143,-0.11593459959550041
A1,2024-07-11,100.6207810802108,,0,0,0,100.6207810802108,0,100.6207810802108,99.53310707460385,0.007359861888789153,99.977791162823,-0.07134141125685668,100.52983148698007,-0.08214547199433894,1,0,99.0,0,0,0.9911140639934547,-0.1330147065341959
A1,2024-07-12,96.01889084281525,,0,0,0,96.01889084281525,0,96.01889084281525,98.62308164105251,-0.9100254335513317,99.68384301538187,-0.29394814744112524,100.34909679088796,-0.18073469609209666,1,0,100.0,0,0,0.9886775902323405,-0.1500553983446526
A1,2024-07-13,98.10186473355452,,0,0,0,98.10186473355452,0,98.10186473355452,98.32249409014413,-0.300587550908371,99.5373668971845,-0.146476118197369,100.21927056244985,-0.12982622843811242,1,0,101.0,0,0,0.9859481499638304,-0.16705162550211924
A1,2024-07-14,101.16611278466092,,0,0,0,101.16611278466092,0,101.16611278466092,98.77152644478831,0.4490323546441784,99.49023480036266,-0.04713209682184735,100.15773474988076,-0.06153581256908372,1,0,102.0,0,0,0.9829265519799822,-0.18399835165768005
A1,2024-07-15,95.66657712441204,,0,0,0,95.66657712441204,0,95.66657712441204,98.57735770775936,-0.19416873702894982,99.20807012208178,-0.28216467828087843,99.99073271720798,-0.1670020326727889,1,0,103.0,0,0,0.9796136916454901,-0.20089055513063506
A1,2024-07-16,105.55641762378875,,0,0,0,105.55641762378875,0,105.55641762378875,99.76355118244169,1.1861934746823246,99.58983456334309,0.3817644412613059,100.11128648337308,0.12055376616510122,1,0,104.0,0,0,0.9760105506323683,-0.21772323039653177
A1,2024-07-17,98.76681917809181,,0,0,0,98.76681917809181,0,98.76681917809181,99.41392333821916,-0.3496278442225308,99.53879519506545,-0.05103936827762444,100.07475759039518,-0.036528892977896514,1,0,105.0,0,0,0.9721181966290613,-0.23449138957040985
A1,2024-07-18,99.5738932773894,,0,0,0,99.5738932773894,0,99.5738932773894,99.2643679378161,-0.14955540040305745,99.47677247559525,-0.06202271947019824,100.06622766021465,-0.008529930180536383,1,0,106.0,0,0,0.9679377830240642,-0.25119006388481935
A1,2024-07-19,,中维护,1,0,1,105.35446910816594,0,105.35446910816594,100.59802197572334,1.3336540379072415,99.79578627967369,0.3190138040784442,100.13711231278049,0.07088465256583873,2,0,107.0,1,0,0.9634705485641488,-0.2678143051621742
A1,2024-07-20,111.1350449389425,,0,0,0,111.1350449389425,0,111.1350449389425,102.45990486220732,1.861882886483997,100.37885135042488,0.583065070751195,100.47079304799345,0.33368073521296204,2,0,108.0,1,0,0.9587178169872964,-0.2843591872810034
A1,2024-07-21,111.405674226748,,0,0,0,111.405674226748,0,111.405674226748,103.92269935393405,1.4627944917267257,101.12549779288057,0.7466464424556591,100.78696483183974,0.3161717838462915,2,0,109.0,1,0,0.9536809966304457,-0.30081980763566735
A1,2024-07-22,111.46366210462699,,0,0,0,111.46366210462699,0,111.46366210462699,106.17942577967905,2.2567264257449926,102.02154951304557,0.896051720165021,101.16299121713317,0.3760263852934221,2,0,110.0,1,0,0.9483615800121715,-0.3171912885891061
A1,2024-07-23,111.418461568032,,0,0,0,111.418461568032,0,111.418461568032,107.01686062885665,0.8374348491776077,102.98106306534007,0.9595135522944872,101.56893130921775,0.4059400920845803,2,0,111.0,1,0,0.9427611433904207,-0.3334687789181868
A1,2024-07-24,111.4667955244795,,0,0,0,111.4667955244795,0,111.4667955244795,108.8311429640549,1.814282335198241,103.92864521357119,0.9475821482311346,101.94526501810104,0.3763337088833012,2,0,112.0,1,0,0.9368813462954315,-0.3496474552512284
